1.7,-1.7,12.575,12.258,13.201,12.062,13.088,12.14,13.051,12.033,13.503,13.213,13.642,12.996
1.3,-1.7,13.269,12.171,12.533,13.273,12.077,13.693,13.591,13.657,12.934,13.225,13.182,12.141
0.9,-1.7,12.082,12.404,13.058,12.893,12.591,13.651,13.242,12.393,12.98,13.147,12.59,12.879
0.5,-1.7,13.026,12.156,12.29,12.929,12.653,13.507,13.416,12.207,12.759,12.744,12.946,13.596
0.1,-1.7,12.585,13.902,12.966,13.469,12.515,13.341,13.15,12.923,13.102,12.787,12.571,12.719
-0.3,-1.7,14.419,13.077,13.614,13.529,13.295,13.954,13.271,12.893,13.275,13.234,13.89,13.575
-0.7,-1.7,15.111,14.841,14.696,14.552,15.237,15.217,14.629,15.137,14.016,15.524,16.182,15.924
-1.1,-1.7,15.435,13.825,14.526,14.637,14.129,15.813,14.604,15.486,14.955,15.482,14.353,14.549
-1.5,-1.7,12.691,12.932,12.412,12.522,13.175,12.562,12.681,12.653,12.729,12.625,12.515,12.71
-1.9,-1.7,13.202,12.191,12.126,12.307,13.548,12.37,13.42,12.564,12.633,12.552,13.181,13.601
1.9,-1.3,12.825,13.356,12.902,12.109,12.051,12.381,13.424,13.519,13.587,12.228,12.186,12.51
1.5,-1.3,13.358,13.307,13.016,13.141,12.148,13.144,13.622,12.516,12.824,12.143,13.005,13.417
1.1,-1.3,12.087,12.464,12.509,13.092,13.682,13.06,12.607,12.332,12.709,12.551,12.086,12.663
0.7,-1.3,12.15,13.145,12.718,12.664,13.597,12.301,12.479,13.227,13.68,12.02,13.418,12.238
0.3,-1.3,13.603,12.768,12.949,12.54,13.163,13.304,13.209,12.99,12.661,12.162,13.468,12.148
-0.1,-1.3,12.982,12.453,12.996,12.789,12.908,12.9,12.678,12.675,12.616,12.49,13.309,12.774
-0.5,-1.3,15.661,14.311,13.954,14.571,13.834,16.611,15.181,14.63,14.392,14.385,13.569,13.932
-0.9,-1.3,16.274,16.647,15.169,16.122,15.581,14.958,14.788,15.326,15.948,15.484,15.369,15.31
-1.3,-1.3,13.096,13.126,13.027,13.048,12.826,12.976,12.917,12.763,12.651,12.852,12.707,14.1
-1.7,-1.3,13.162,13.037,13.262,13.385,13.332,13.589,13.062,12.12,12.773,12.249,12.133,12.73
-2.1,-1.3,13.229,12.537,12.73,13.449,13.505,12.31,13.123,13.361,13.334,13.461,12.85,12.506
1.7,-0.9,12.623,12.228,12.18,12.242,13.15,13.541,13.371,12.236,13.129,12.671,13.469,12.456
1.3,-0.9,13.165,12.241,12.788,12.716,13.304,12.173,12.832,12.616,12.692,13.392,13.544,12.236
0.9,-0.9,13.342,12.334,12.167,13.234,13.126,12.093,12.6,13.327,13.218,13.583,12.879,13.532
0.5,-0.9,12.35,12.538,12.298,13.431,12.502,12.734,13.638,12.227,13.524,12.44,12.951,12.376
0.1,-0.9,12.163,12.29,11.794,11.608,12.171,12.497,12.431,12.327,12.901,12.262,12.378,12.15
-0.3,-0.9,13.483,13.856,13.429,14.066,13.681,14.623,14.707,13.456,13.153,12.762,12.715,13.452
-0.7,-0.9,13.44,14.912,16.616,16.532,14.844,17.547,17.623,16.147,16.183,17.546,15.96,14.904
-1.1,-0.9,12.893,14.273,13.265,13.474,14.184,13.123,13.845,13.513,13.603,13.996,13.497,13.149
-1.5,-0.9,11.941,11.961,11.992,11.895,11.836,11.813,11.761,11.967,11.996,12.06,11.966,11.895
-1.9,-0.9,12.35,13.518,13.52,12.301,12.7,12.826,12.322,12.511,12.846,12.857,13.443,12.89
1.9,-0.5,13.031,12.729,13.47,13.669,13.015,12.638,13.465,12.858,12.971,12.278,12.022,12.62
1.5,-0.5,13.454,13.035,12.778,12.482,13.242,12.582,12.574,13.196,13.468,12.131,12.825,12.639
1.1,-0.5,12.144,12.162,12.576,12.609,12.161,12.904,12.54,13.239,12.304,12.987,12.24,12.496
0.7,-0.5,12.564,13.507,12.896,12.143,13.088,13.316,12.932,12.095,13.278,13.369,13.175,13.144
0.3,-0.5,12.632,12.015,13.323,13.379,12.77,13.063,13.431,13.467,13.671,12.386,12.831,13.476
-0.1,-0.5,12.226,12.24,12.293,12.22,12.631,12.462,12.484,12.267,12.638,12.342,12.11,11.956
-0.5,-0.5,13.382,14.902,15.082,16.472,15.362,14.721,14.938,15.691,14.61,15.066,16.613,16.453
-0.9,-0.5,15.249,16.06,15.475,16.259,15.539,15.803,18.473,15.187,16.377,15.662,15.924,15.17
-1.3,-0.5,12.108,11.962,11.892,12.327,12.068,12.028,12.044,12.076,11.793,11.839,11.937,12.171
-1.7,-0.5,12.3,12.239,12.474,12.903,13.406,12.569,13.535,12.699,12.298,12.253,12.191,12.713
-2.1,-0.5,13.496,12.162,13.47,13.256,12.684,13.469,13.267,13.275,13.546,13.078,13.086,12.254
-1.9,-0.1,13.167,13.009,12.408,12.744,13.191,13.143,13.22,12.397,12.97,12.31,12.848,13.483
-1.5,-0.1,12.743,13.135,12.815,12.813,13.292,12.339,12.758,12.654,12.3,12.254,12.725,12.546
-1.1,-0.1,11.878,12.944,11.988,11.898,12.227,12.11,12.303,12.193,12.317,12.512,12.02,11.741
-0.7,-0.1,17.442,19.486,17.841,18.082,19.399,19.637,17.756,18.765,18.444,17.651,19.902,18.825
-0.3,-0.1,14.765,13.308,12.908,12.831,12.802,12.964,12.485,13.189,13.679,12.833,12.838,12.758
0.1,-0.1,11.721,11.875,12.758,12.036,11.914,11.996,12.032,12.034,13.106,11.86,11.976,11.857
0.5,-0.1,13.665,12.737,13.589,12.248,12.472,12.844,12.902,12.969,12.932,13.623,12.494,12.74
0.9,-0.1,12.748,13.278,13.205,13.088,12.637,12.852,13.152,12.838,12.84,13.628,13.077,13.573
1.3,-0.1,12.554,13.106,13.53,12.962,12.517,12.908,12.903,13.691,12.338,13.651,13.662,13.067
1.7,-0.1,13.521,12.143,12.571,13.331,12.412,12.702,12.113,13.131,12.045,12.893,13.125,12.041
