1.7,-1.7,12.554,13.073,12.989
1.3,-1.7,12.836,13.122,12.974
0.9,-1.7,12.78,12.872,13.014
0.5,-1.7,12.76,12.945,12.986
0.1,-1.7,13.13,12.875,12.944
-0.3,-1.7,13.648,13.356,13.27
-0.7,-1.7,14.942,15.235,15.326
-1.1,-1.7,14.728,14.905,14.889
-1.5,-1.7,12.716,12.652,12.921
-1.9,-1.7,12.624,12.992,12.738
1.9,-1.3,12.604,12.909,12.918
1.5,-1.3,13.019,12.921,12.89
1.1,-1.3,12.816,12.491,12.604
0.7,-1.3,12.763,12.844,12.96
0.3,-1.3,13.054,12.773,12.93
-0.1,-1.3,12.838,12.757,12.675
-0.5,-1.3,14.824,14.348,14.702
-0.9,-1.3,15.792,15.371,15.341
-1.3,-1.3,13.016,12.998,12.945
-1.7,-1.3,13.295,12.511,12.875
-2.1,-1.3,12.96,13.106,13.058
1.7,-0.9,12.661,12.889,12.742
1.3,-0.9,12.731,12.885,12.807
0.9,-0.9,12.716,13.19,12.992
0.5,-0.9,12.642,12.859,12.607
0.1,-0.9,12.087,12.408,12.22
-0.3,-0.9,13.856,13.374,13.797
-0.7,-0.9,15.649,16.394,16.147
-1.1,-0.9,13.535,13.6,13.495
-1.5,-0.9,11.906,11.941,11.786
-1.9,-0.9,12.869,12.812,12.717
1.9,-0.5,13.092,12.702,13.011
1.5,-0.5,12.929,12.806,12.875
1.1,-0.5,12.426,12.634,12.691
0.7,-0.5,12.919,12.999,12.952
0.3,-0.5,12.864,13.211,12.876
-0.1,-0.5,12.345,12.299,12.489
-0.5,-0.5,14.987,15.562,15.452
-0.9,-0.5,15.731,16.132,15.856
-1.3,-0.5,12.064,11.976,11.901
-1.7,-0.5,12.648,12.615,12.758
-2.1,-0.5,13.089,13.084,12.893
-1.9,-0.1,12.944,12.871,12.727
-1.5,-0.1,12.856,12.54,12.506
-1.1,-0.1,12.174,12.181,12.141
-0.7,-0.1,18.648,18.557,18.581
-0.3,-0.1,13.263,12.964,13.119
0.1,-0.1,12.05,12.144,11.994
0.5,-0.1,12.926,12.944,13.196
0.9,-0.1,12.968,13.184,13.061
1.3,-0.1,12.929,13.219,13.194
1.7,-0.1,12.78,12.558,12.506
1.9,0.3,12.906,12.822,12.9
1.5,0.3,12.946,12.97,13.207
1.1,0.3,12.884,13.028,13.213
0.7,0.3,12.83,12.944,12.98
0.3,0.3,13.021,12.726,12.964
-0.1,0.3,11.808,11.862,11.722
-0.5,0.3,14.849,14.809,14.643
-0.9,0.3,13.933,13.317,13.524
-1.3,0.3,11.679,11.667,11.698
-1.7,0.3,12.669,12.57,12.607
-2.1,0.3,12.981,12.651,13.071
-1.9,0.7,12.802,12.898,12.701
-1.5,0.7,12.94,12.82,12.686
-1.1,0.7,11.632,11.604,11.513
-0.7,0.7,15.69,16.63,16.26
-0.3,0.7,12.518,11.879,12.176
0.1,0.7,11.71,11.714,11.687
0.5,0.7,12.538,13.323,13.148
0.9,0.7,12.733,13.084,12.884
1.3,0.7,12.749,12.921,12.993
1.7,0.7,13.23,12.989,13.018
1.9,1.1,13.099,12.857,12.887
1.5,1.1,13.072,12.91,12.832
1.1,1.1,12.624,12.605,12.446
0.7,1.1,12.55,12.771,12.789
0.3,1.1,13.082,12.631,12.735
-0.1,1.1,11.821,11.659,11.718
-0.5,1.1,12.157,12.77,12.239
-0.9,1.1,12.88,12.659,13.04
-1.3,1.1,13.09,13.094,13.144
-1.7,1.1,12.773,13.159,13.067
-2.1,1.1,13.005,12.739,12.966
-1.9,1.5,12.79,12.993,12.798
-1.5,1.5,12.706,13.096,12.788
-1.1,1.5,12.939,12.678,12.838
-0.7,1.5,12.765,13.096,13.098
-0.3,1.5,12.478,12.697,12.807
0.1,1.5,12.807,12.808,12.606
0.5,1.5,13.031,13.107,13.061
0.9,1.5,12.715,12.452,12.575
1.3,1.5,12.822,13.058,12.791
1.7,1.5,13.056,12.631,12.931
1.9,1.9,13.127,12.645,12.794
1.5,1.9,12.969,13.183,12.983
1.1,1.9,13.495,12.967,13.248
0.7,1.9,12.841,13.103,13.009
0.3,1.9,12.814,12.679,12.919
-0.1,1.9,12.831,12.763,12.849
-0.5,1.9,13.051,12.677,13.066
-0.9,1.9,12.974,13.075,12.896
-1.3,1.9,12.759,13.04,13.096
-1.7,1.9,12.778,12.723,12.85
-2.1,1.9,12.93,12.824,13.014
