1.9,-1.7,13.404,12.824,13.553,13.156,12.149,12.87,13.213,13.379,13.016,12.776,12.727,12.863
1.5,-1.7,12.5,13.329,12.948,13.376,12.307,13.223,12.584,12.143,13.604,13.503,13.054,13.297
1.1,-1.7,12.018,12.5,12.283,12.204,13.229,12.603,12.212,13.107,13.238,12.032,13.224,13.125
0.7,-1.7,13.135,12.902,13.679,12.554,13.123,12.589,13.099,12.686,12.044,12.745,12.879,12.291
0.3,-1.7,12.894,12.689,12.438,12.678,13.066,12.773,12.677,12.456,13.099,12.199,12.266,13.004
-0.1,-1.7,13.12,13.688,13.246,12.931,14.058,13.309,13.743,13.31,13.551,13.275,13.164,13.274
-0.5,-1.7,14.376,13.82,13.273,13.416,13.992,14.435,14.282,14.668,13.857,14.048,13.754,13.933
-0.9,-1.7,14.685,14.034,14.421,15.678,16.811,15.649,16.265,16.287,16.016,14.854,16.733,16.197
-1.3,-1.7,13.426,13.96,13.698,13.657,13.149,13.128,13.334,14.532,13.87,13.701,14.319,13.99
-1.7,-1.7,13.241,12.178,12.675,12.706,12.037,12.703,13.275,12.438,12.886,13.385,12.955,12.749
-2.1,-1.7,13.328,13.334,13.163,12.434,13.361,12.214,12.548,12.259,13.593,12.419,12.725,13.115
1.7,-1.3,13.514,12.829,13.415,13.304,12.911,12.457,13.256,12.093,13.379,12.103,12.663,12.682
1.3,-1.3,13.248,12.673,12.57,13.216,13.364,12.812,12.054,12.079,13.286,12.279,12.781,12.686
0.9,-1.3,12.124,12.063,12.769,12.712,12.114,12.402,13.127,13.224,13.652,12.513,12.389,12.613
0.5,-1.3,13.357,12.73,12.611,13.387,12.031,13.41,12.392,13.492,13.469,12.918,12.027,12.442
0.1,-1.3,12.295,12.158,12.813,12.642,12.471,12.361,12.321,12.36,12.583,13.535,12.657,13.029
-0.3,-1.3,13.731,14.058,13.568,13.972,12.882,12.873,13.659,14.206,14.148,13.935,13.371,13.291
-0.7,-1.3,15.638,15.472,16.058,15.613,15.899,16.258,16.47,16.866,15.409,15.241,15.601,14.79
-1.1,-1.3,14.848,14.12,14.8,14.217,15.733,14.726,14.958,14.94,15.644,15.221,16.214,13.92
-1.5,-1.3,12.492,12.321,12.392,12.826,12.271,12.375,12.156,12.205,12.173,12.384,12.266,12.028
-1.9,-1.3,12.225,12.101,12.721,13.341,12.908,12.183,13.004,13.569,12.419,13.073,13.137,12.437
1.9,-0.9,12.147,12.215,13.264,12.658,13.607,12.867,12.622,12.523,13.144,13.405,12.884,12.242
1.5,-0.9,12.628,12.168,13.159,12.043,13.68,13.069,12.856,12.808,12.209,13.043,12.166,12.297
1.1,-0.9,13.017,12.286,12.361,12.313,12.572,12.664,13.491,13.34,12.468,13.507,12.184,13.018
0.7,-0.9,12.625,12.54,13.4,12.63,12.415,12.852,12.764,13.136,12.482,12.324,12.243,13.597
0.3,-0.9,12.147,12.37,12.278,13.248,13.156,13.696,12.072,12.037,13.405,13.526,12.008,12.821
-0.1,-0.9,12.818,13.124,12.452,12.186,12.821,12.317,12.349,12.778,12.384,12.803,12.425,12.604
