1.9,-1.7,13.385,12.408,13.507,13.182,12.34,13.551,12.185,12.149,13.286,13.501,13.062,12.64
1.5,-1.7,12.216,12.313,12.833,12.433,13.273,13.267,12.215,12.307,12.837,12.949,12.722,12.643
1.1,-1.7,13.075,12.709,13.664,13.135,13.343,12.955,12.168,13.229,13.654,12.253,13.147,12.798
0.7,-1.7,12.473,13.535,12.851,12.586,12.908,13.015,12.286,13.123,13.424,12.766,12.895,13.117
0.3,-1.7,13.628,12.834,12.101,13.148,12.19,12.228,12.54,13.066,13.622,13.529,12.688,12.886
-0.1,-1.7,12.059,11.99,11.535,11.788,12.26,11.913,11.379,11.971,11.93,11.716,11.924,11.812
-0.5,-1.7,11.941,12.576,13.189,13.216,12.892,13.088,12.196,12.878,12.752,11.922,12.817,12.342
-0.9,-1.7,12.823,13.294,14.816,14.833,13.902,12.621,12.96,12.709,12.755,12.824,13.715,12.606
-1.3,-1.7,12.702,12.578,12.161,12.348,12.58,12.868,12.5,12.247,12.901,12.951,12.54,12.704
-1.7,-1.7,12.268,12.574,12.072,13.024,13.154,13.521,12.37,13.548,12.607,13.5,12.769,12.98
-2.1,-1.7,13.627,12.628,12.887,13.557,12.323,12.412,13.518,13.268,12.479,13.144,12.906,13.155
1.7,-1.3,13.36,13.326,13.391,12.786,12.251,12.751,12.945,12.652,13.209,12.209,12.978,12.896
1.3,-1.3,12.717,12.411,13.228,12.784,13.446,13.525,12.36,12.978,13.004,12.468,13.019,12.682
0.9,-1.3,12.5,12.602,12.543,12.798,13.527,13.5,14.245,13.613,13.548,12.679,12.912,13.255
0.5,-1.3,13.263,13.711,13.621,14.276,13.421,13.847,14.816,14.88,14.452,14.552,13.69,14.551
0.1,-1.3,13.316,12.875,12.408,12.651,12.84,12.107,12.343,12.057,12.735,13.074,12.7,12.429
-0.3,-1.3,11.455,11.692,11.471,11.224,11.593,11.524,11.468,11.423,11.571,11.554,11.493,11.54
-0.7,-1.3,13.347,12.164,13.121,12.548,13.58,12.159,13.553,12.468,12.081,12.482,12.82,12.614
-1.1,-1.3,13.115,13.601,13.654,12.801,12.991,12.775,12.948,12.768,12.767,13.405,13.156,12.996
-1.5,-1.3,13.444,12.978,13.361,12.299,13.494,13.692,12.283,13.368,13.216,12.846,13.211,13.019
-1.9,-1.3,13.154,12.399,12.735,12.805,12.001,12.505,13.679,12.051,12.479,13.418,12.6,12.81
1.9,-0.9,13.263,13.396,12.142,12.58,13.041,12.507,12.438,12.148,12.234,12.977,12.822,12.757
1.5,-0.9,13.114,12.073,12.295,12.326,12.897,12.859,12.126,13.682,12.236,12.776,12.594,12.615
1.1,-0.9,13.2,13.103,13.413,12.413,13.362,13.073,12.684,13.597,12.622,13.503,13.094,13.093
0.7,-0.9,12.471,13.101,12.103,12.457,12.847,12.137,12.684,13.163,12.856,12.032,12.519,12.525
0.3,-0.9,12.165,12.93,12.896,12.321,12.977,13.539,12.262,12.908,13.491,12.745,12.805,12.679
-0.1,-0.9,11.551,11.415,11.396,11.465,11.472,11.705,11.482,11.4,11.705,11.736,11.501,11.518
-0.5,-0.9,12.716,12.934,12.705,14.641,13.32,12.667,13.673,14.823,14.695,14.95,13.164,14.543
-0.9,-0.9,15.204,14.224,13.939,13.56,14.426,13.92,13.173,14.698,14.887,14.648,14.212,14.455
-1.3,-0.9,12.462,12.294,12.168,12.464,12.587,12.053,11.743,11.4,12.08,11.918,12.338,11.894
-1.7,-0.9,13.181,13.266,13.117,12.155,13.256,12.186,12.274,13.528,12.764,12.199,12.86,12.7
-2.1,-0.9,13.615,13.168,12.496,13.162,12.419,12.575,13.481,12.234,12.072,12.552,12.906,12.724
1.7,-0.5,12.746,12.626,12.026,12.724,12.142,13.269,13.165,12.31,12.322,12.583,12.589,12.563
1.3,-0.5,13.301,13.326,12.284,13.101,13.124,12.082,12.902,12.182,12.997,12.929,12.87,12.544
0.9,-0.5,12.318,13.58,12.633,13.081,13.514,13.026,13.016,13.597,12.614,12.673,13.025,12.905
0.5,-0.5,12.757,12.828,12.832,12.355,13.307,13.241,12.509,12.698,13.379,12.876,12.887,12.935
0.1,-0.5,11.515,11.01,11.048,11.088,11.386,10.709,11.402,11.637,11.44,11.282,11.126,11.473
-0.3,-0.5,11.382,11.649,11.99,12.087,12.581,11.96,12.769,13.106,14.91,14.52,11.942,13.371
-0.7,-0.5,14.03,14.649,14.524,13.907,14.21,15.747,14.663,16.253,16.233,14.431,14.511,15.105
-1.1,-0.5,11.959,12.459,12.371,11.765,11.759,11.755,11.833,11.552,12.151,12.412,12.011,11.938
-1.5,-0.5,13.206,12.76,13.618,12.402,13.578,13.328,12.718,13.607,12.143,13.617,13.149,13.061
-1.9,-0.5,12.469,12.864,12.09,13.032,12.029,13.177,12.949,13.68,13.107,12.68,12.61,12.884
-2.1,-0.1,13.114,13.39,12.458,12.78,13.467,12.674,12.721,12.572,12.686,12.228,12.98,12.456
-1.7,-0.1,12.202,13.095,12.931,13.309,13.436,13.326,12.212,12.415,12.456,12.143,13.05,12.381
-1.3,-0.1,11.307,11.653,11.491,11.711,11.6,11.271,11.422,11.228,11.7,11.411,11.505,11.428
-0.9,-0.1,12.583,13.922,13.938,14.102,12.735,12.228,13.898,12.82,13.863,12.773,13.251,13.313
-0.5,-0.1,14.843,15.406,14.824,13.713,13.198,14.08,16.183,13.976,13.244,13.27,14.344,14.395
-0.1,-0.1,11.677,11.505,11.242,11.53,11.485,11.462,11.43,11.545,11.792,11.524,11.484,11.534
0.3,-0.1,13.632,13.38,12.71,13.125,12.939,13.033,12.493,13.156,12.564,12.551,13.137,12.51
0.7,-0.1,12.995,12.596,12.512,13.431,12.054,12.178,13.111,12.7,12.592,12.02,12.628,12.516
